4MA Error,4MA Squared Error,4MA Absolute Error
375.25,140862,375.25
-1014.0,1066622,1014.0
766.25,587285,766.25
-1039.5,1081004,1039.5
-1500.25,2252312,1500.25
-247.25,78080,247.25
2003.75,4015406,2003.75
2752.5,7578395,2752.5
1170.0,1370104,1170.0
225.75,53637,225.75
-318.75,104344,318.75
1574.75,2481541,1574.75
283.75,87448,283.75
-38.0,1965,38.0
424.0,179866,424.0
-1.25,108,9.25
653.5,428420,653.5
716.75,543975,716.75
-2324.0,5401350,2324.0
1324.75,1756093,1324.75
3041.75,9252314,3041.75
-237.75,56919,237.75
653.25,427081,653.25
876.0,767925,876.0
-575.25,332769,575.25
1480.0,2193746,1480.0
-377.0,142162,377.0
253.0,64106,253.0
-1198.75,1437254,1198.75
1373.25,1887108,1373.25
-1494.75,2234683,1494.75
-1065.5,1139574,1065.5
1756.75,3086943,1756.75
1400.75,1964773,1400.75
5332.0,28430422,5332.0
825.5,681464,825.5
-641.0,413118,641.0
-284.5,81304,284.5
538.5,290884,538.5
217.5,47322,217.5
-59.25,3555,59.25
-458.5,210544,458.5
-417.0,174135,417.0
667.0,444935,667.0
3888.5,15120548,3888.5
2871.5,8245694,2871.5
-372.5,139367,372.5
-1245.25,1556028,1245.25
660.25,436616,660.25
5907.75,34901701,5907.75
-451.0,204342,451.0
81.75,17618,104.25
-346.5,120966,346.5
2697.25,7275850,2697.25
2025.25,4106216,2025.25
1645.5,2719887,1645.5
2339.5,5473342,2339.5
771.25,595032,771.25
-421.5,181312,421.5
433.0,187624,433.0
-1821.25,3318626,1821.25
-979.5,959904,979.5
1673.25,2799883,1673.25
-317.75,102628,317.75
72.5,5882,72.5
2411.0,5815088,2411.0
266.75,71386,266.75
938.0,880104,938.0
475.0,227564,475.0
-431.75,186865,431.75
906.25,822403,906.25
1490.25,2224477,1490.25
1273.75,1622446,1273.75
1475.25,2177967,1475.25
803.25,647276,803.25
-623.25,390214,623.25
1730.75,2995537,1730.75
-161.75,31416,161.75
1017.5,1035910,1017.5
-874.0,765538,874.0
3302.5,10907577,3302.5
679.75,462327,679.75
3543.75,12558186,3543.75
3594.0,12918165,3594.0
1363.5,1859278,1363.5
92.25,9019,92.25
-982.25,965156,982.25
-2488.25,6191474,2488.25
147.25,22379,147.25
262.0,69414,262.0
1461.75,2141379,1461.75
793.25,629307,793.25
937.0,878004,937.0
959.25,921581,959.25
27.0,3603,53.0
-202.0,46136,202.0
4536.5,20580054,4536.5
177.5,32177,177.5
3374.0,11385124,3374.0
-2611.75,6821893,2611.75
-700.5,491112,700.5
-3229.75,10431421,3229.75
-1619.0,2634190,1619.0
1777.5,3171719,1777.5
1192.25,1423277,1192.25
352.5,124346,352.5
1095.25,1199967,1095.25
1266.0,1604022,1266.0
-852.5,727222,852.5
862.0,743230,862.0
-1085.25,1209342,1085.25
647.5,419337,647.5
629.75,397881,629.75
1015.25,1032763,1015.25
2272.5,5174188,2272.5
441.25,197738,441.25
931.25,869867,931.25
341.25,116590,341.25
952.0,906362,952.0
1889.0,3571150,1889.0
-277.25,77228,277.25
1350.5,1825704,1350.5
-917.5,844008,917.5
300.75,91398,300.75
1705.75,2913592,1705.75
54.0,3050,54.0
60.75,3717,60.75
1343.0,1804608,1343.0
912.75,837330,912.75
1424.0,2027901,1424.0
1119.0,1252264,1119.0
1147.0,1317450,1147.0
-79.0,6984,79.0
-953.5,909843,953.5
528.75,280684,528.75
634.5,403102,634.5
793.25,629307,793.25
793.25,629307,793.25
818.0,669742,818.0
2565.0,6582292,2565.0
937.0,878004,937.0
865.25,750422,865.25
793.25,629307,793.25
951.0,906338,951.0
828.75,687666,828.75
793.25,629307,793.25
844.75,714077,844.75
818.0,669742,818.0
984.25,968865,984.25
895.75,803856,895.75
844.75,714077,844.75
818.0,669742,818.0
951.0,906338,951.0
984.25,968865,984.25
886.75,793865,886.75
984.25,968865,984.25
1939.0,3759951,1939.0
-1805.0,3258274,1805.0
1335.75,1788424,1335.75
558.25,312208,558.25
1551.25,2408326,1551.25
1790.75,3206793,1790.75
1291.0,1670406,1291.0
2067.25,4277437,2067.25
1185.0,1433934,1185.0
-104.0,11824,104.0
1510.25,2281028,1510.25
-628.0,394489,628.0
308.5,95262,308.5
2304.5,5310790,2304.5
-598.5,367040,598.5
-766.25,597706,766.25
1955.75,3828029,1955.75
4363.25,19039686,4363.25
1008.25,1020629,1008.25
-1381.0,1907366,1381.0
2129.5,4534822,2129.5
-780.5,613540,780.5
-1177.25,1387827,1177.25
-20.0,2300,43.5
494.5,244552,494.5
169.25,28869,169.25
-512.75,266048,512.75
-313.25,98204,313.25
697.25,489060,697.25
259.5,67368,259.5
-148.5,22955,148.5
-556.25,309815,556.25
-223.0,50132,223.0
-417.0,175222,417.0
676.5,459073,676.5
-970.5,942312,970.5
742.25,552740,742.25
4370.25,19101498,4370.25
2338.25,5467747,2338.25
3641.5,13264702,3641.5
1728.0,2987460,1728.0
312.0,97784,312.0
-451.0,203568,451.0
2013.75,4057556,2013.75
1063.25,1130531,1063.25
375.0,144110,375.0
1446.25,2103167,1446.25
1324.25,1754078,1324.25
836.25,699737,836.25
261.75,73668,261.75
774.0,599290,774.0
-803.5,645644,803.5
317.75,105928,317.75
-66.75,4571,66.75
-1424.5,2032138,1424.5
1155.75,1335810,1155.75
-1709.75,2923676,1709.75
-116.75,14335,116.75
721.0,522294,721.0
1166.5,1362981,1166.5
1012.75,1025791,1012.75
985.25,970734,985.25
1223.25,1502174,1223.25
899.0,812010,899.0
1123.5,1262772,1123.5
790.25,626689,790.25
-221.75,51364,221.75
142.5,20808,142.5
-65.5,4532,65.5
358.25,128363,358.25
1370.75,1881294,1370.75
5890.75,34701277,5890.75
356.75,127441,356.75
679.25,461560,679.25
865.25,750422,865.25
3611.25,13041435,3611.25
-930.0,865994,930.0
-435.25,202171,435.25
144.0,20856,144.0
793.25,629307,793.25
1423.0,2031436,1423.0
818.0,669742,818.0
831.75,696020,831.75
818.0,669742,818.0
937.0,878004,937.0
1197.75,1435594,1197.75
1436.75,2064917,1436.75
-981.25,963721,981.25
669.5,449651,669.5
1223.25,1496605,1223.25
5089.75,25907770,5089.75
632.75,404271,632.75
445.5,199541,445.5
-471.75,241266,471.75
736.0,542474,736.0
688.5,474234,688.5
798.25,637267,798.25
-160.75,25865,160.75
867.75,753755,867.75
-247.25,61449,247.25
-593.25,352096,593.25
1395.0,1947630,1395.0
887.0,789086,887.0
-698.0,487722,698.0
-2415.75,5852455,2415.75
1740.0,3028075,1740.0
1293.0,1671898,1293.0
-827.0,683960,827.0
1228.0,1509091,1228.0
-1485.75,2207907,1485.75
-3149.75,9921232,3149.75
-207.75,43820,207.75
214.5,46019,214.5
659.75,435494,659.75
802.5,644279,802.5
2343.5,5498910,2343.5
1388.75,1929196,1388.75
2051.5,4208690,2051.5
-38.75,1721,38.75
100.5,11650,100.5
-829.0,687316,829.0
3520.0,12417049,3520.0
1259.0,1585106,1259.0
547.5,299822,547.5
-374.0,166202,374.0
183.5,35412,183.5
1114.75,1243291,1114.75
235.25,55484,235.25
1258.25,1583858,1258.25
-366.25,134329,366.25
605.5,373111,605.5
1660.5,2757306,1660.5
1046.25,1096734,1046.25
2230.0,4973130,2230.0
1743.25,3039073,1743.25
1492.0,2226101,1492.0
1442.5,2082972,1442.5
1067.75,1140133,1067.75
-25.5,670,25.5
-855.5,731896,855.5
331.5,112600,331.5
193.25,37396,193.25
1718.75,2954357,1718.75
784.5,619274,784.5
1300.25,1691725,1300.25
2301.75,5298075,2301.75
192.75,37964,192.75
332.25,115071,332.25
3.25,3020,54.75
-1141.25,1302465,1141.25
-1152.0,1327158,1152.0
-1554.75,2424571,1554.75
-1841.5,3391477,1841.5
-559.25,322439,559.25
2818.5,7944138,2818.5
-1366.25,1884668,1366.25
1268.0,1609110,1268.0
-1117.0,1248252,1117.0
-509.75,260007,509.75
1575.0,2484752,1575.0
-855.0,738440,855.0
374.75,143249,374.75
706.75,499749,706.75
1332.25,1779691,1332.25
1210.5,1470147,1210.5
1379.5,1905286,1379.5
1249.25,1565929,1249.25
1630.5,2660750,1630.5
-1713.5,2936338,1713.5
-104.75,10982,104.75
146.25,21525,146.25
-1240.5,1546034,1240.5
-391.75,162467,391.75
-1987.75,3951342,1987.75
-995.25,991382,995.25
953.5,909424,953.5
854.75,731729,854.75
592.25,350811,592.25
-957.75,917512,957.75
749.5,562492,749.5
1750.75,3071537,1750.75
3438.25,11823524,3438.25
-386.5,149758,386.5
165.0,27808,165.0
-1453.5,2112686,1453.5
972.25,945311,972.25
-2535.75,6431557,2535.75
-371.25,138301,371.25
885.5,785422,885.5
-1371.5,1881112,1371.5
1162.5,1351416,1162.5
-21.75,3984,59.25
487.75,238318,487.75
733.75,539123,733.75
445.0,198834,445.0
603.75,364528,603.75
265.5,70546,265.5
-1019.5,1039436,1019.5
1543.25,2383472,1543.25
424.5,180252,424.5
866.5,755529,866.5
520.5,271768,520.5
-691.75,479766,691.75
-997.0,994622,997.0
296.5,98027,296.5
-2206.25,4870362,2206.25
2098.5,4405882,2098.5
2895.0,8382622,2895.0
-522.75,274010,522.75
2334.25,5450604,2334.25
1902.75,3622752,1902.75
625.25,391146,625.25
-497.5,247680,497.5
-152.25,28410,152.25
-3124.5,9763717,3124.5
-52.0,3909,52.0
1383.5,1916376,1383.5
-2420.25,5875410,2420.25
-205.25,42151,205.25
738.75,549346,738.75
1258.75,1584965,1258.75
480.5,231272,480.5
1477.0,2183252,1477.0
1599.25,2558389,1599.25
-141.0,27455,141.0
556.25,309515,556.25
1098.0,1205700,1098.0
133.0,19173,133.0
123.5,15618,123.5
-273.5,76530,273.5
8.75,112,8.75
1858.0,3453263,1858.0
-801.0,642359,801.0
-379.5,144515,379.5
-1142.5,1310270,1142.5
794.5,639220,794.5
1306.5,1707105,1306.5
-986.5,974278,986.5
-807.0,651510,807.0
324.75,107991,324.75
16.25,1893,40.25
465.25,222350,465.25
1592.75,2537303,1592.75
617.25,381037,617.25
4549.0,20694909,4549.0
1206.25,1458915,1206.25
319.5,102576,319.5
1554.5,2416646,1554.5
173.5,30118,173.5
897.75,807420,897.75
-267.25,71457,267.25
-351.5,124134,351.5
-56.0,3272,56.0
-263.75,69572,263.75
-95.25,10026,95.25
-87.25,7616,87.25
-93.5,10234,93.5
-406.25,165690,406.25
-271.0,73704,271.0
-659.25,434631,659.25
868.5,754536,868.5
310.75,96619,310.75
904.75,818695,904.75
699.0,489356,699.0
1290.5,1665568,1290.5
252.75,63961,252.75
625.75,391647,625.75
569.75,324773,569.75
12.25,310,14.25
0.25,739,26.75
1570.0,2465648,1570.0
1341.75,1800469,1341.75
974.25,950914,974.25
1795.25,3223001,1795.25
1360.5,1850968,1360.5
422.0,185538,422.0
354.75,126642,354.75
769.5,592290,769.5
292.0,87742,292.0
-105.25,11513,105.25
247.5,65193,247.5
865.0,748264,865.0
199.0,39951,199.0
240.5,58270,240.5
172.0,30362,172.0
123.5,15313,123.5
3464.5,12003988,3464.5
-280.5,78742,280.5
-140.25,23338,140.25
5207.25,27117396,5207.25
5207.0,27114825,5207.0
704.75,497567,704.75
194.5,39632,194.5
615.0,378848,615.0
1824.75,3329713,1824.75
1698.25,2884968,1698.25
1701.25,2894252,1701.25
1788.25,3199278,1788.25
3511.5,12331199,3511.5
690.75,477150,690.75
727.75,529964,727.75
-3174.25,10076578,3174.25
-3119.75,9739406,3119.75
-3325.5,11061224,3325.5
-1766.75,3121569,1766.75
-1914.25,3666245,1914.25
-1579.25,2494405,1579.25
1934.5,3742708,1934.5
-60.75,3931,60.75
-237.75,56558,237.75
-141.75,20106,141.75
-1324.5,1754609,1324.5
-175.25,31857,175.25
-1254.5,1576590,1254.5
-2349.5,5521038,2349.5
-3596.5,12934955,3596.5
-36.25,1985,36.25
550.5,303054,550.5
-1142.25,1310029,1142.25
205.75,45449,205.75
2605.5,6789174,2605.5
-1547.0,2393246,1547.0
-2307.75,5326288,2307.75
-1534.75,2355806,1534.75
-3185.75,10149625,3185.75
2686.75,7218843,2686.75
1687.25,2903486,1687.25
-2527.75,6415391,2527.75
-3415.75,11667707,3415.75
-663.5,441416,663.5
-3065.75,9399871,3065.75
-1728.75,3033693,1728.75
1238.0,1535805,1238.0
-667.5,445816,667.5
1626.75,2646850,1626.75
2070.25,4286018,2070.25
-3608.5,13022428,3608.5
744.0,584258,744.0
717.5,514826,717.5
793.75,630123,793.75
40.25,11253,97.75
-785.5,617032,785.5
-2021.0,4085020,2021.0
991.75,989013,991.75
-2116.5,4480378,2116.5
2194.5,4817034,2194.5
-1511.75,2285841,1511.75
-1698.75,2887468,1698.75
-1692.75,2867635,1692.75
-827.75,686077,827.75
-722.75,523376,722.75
2280.75,5204109,2280.75
-2755.75,7595389,2755.75
62.75,5458,62.75
-1016.75,1035528,1016.75
111.0,12334,111.0
-1821.0,3316845,1821.0
936.25,876787,936.25
-390.5,153183,390.5
123.0,15707,123.0
-345.5,121094,345.5
-735.5,543523,735.5
71.5,5123,71.5
3253.25,10585544,3253.25
563.5,319188,563.5
-2950.75,8708838,2950.75
-917.25,841772,917.25
175.25,33359,175.25
3375.25,11394825,3375.25
-2290.5,5246484,2290.5
-218.5,47844,218.5
-706.75,499939,706.75
-131.0,20390,131.0
-762.0,583244,762.0
-1770.5,3136046,1770.5
-637.75,406732,637.75
-1068.75,1143310,1068.75
-1281.5,1642257,1281.5
1774.75,3154738,1774.75
3583.25,12859179,3583.25
-1281.5,1642257,1281.5
-4844.25,23467007,4844.25
-973.5,947934,973.5
-1715.25,2949619,1715.25
4106.75,16873038,4106.75
4394.0,19317206,4394.0
-1314.25,1727254,1314.25
-1194.0,1425918,1194.0
2133.25,4553810,2133.25
249.5,62382,249.5
-3426.0,11737868,3426.0
-148.0,25154,148.0
-2191.0,4800486,2191.0
1349.0,1823982,1349.0
-1182.25,1399197,1182.25
2068.5,4279307,2068.5
-1523.5,2321065,1523.5
-3391.0,11501460,3391.0
-3432.5,11782230,3432.5
1078.5,1163668,1078.5
-1849.75,3421764,1849.75
818.75,670586,818.75
-2268.75,5147285,2268.75
3884.75,15091392,3884.75
51.5,13856,105.5
-247.75,61884,247.75
-1795.0,3226354,1795.0
-1006.75,1013691,1006.75
-366.25,134583,366.25
-820.75,673937,820.75
-2137.5,4569020,2137.5
622.75,391710,622.75
5484.5,30079806,5484.5
-367.75,135524,367.75
-455.75,210782,455.75
-672.25,451946,672.25
-1015.75,1032548,1015.75
-124.75,15999,124.75
-120.0,14534,120.0
-1025.5,1052262,1025.5
-1026.5,1054637,1026.5
3495.75,12220859,3495.75
-2508.75,6294163,2508.75
-1174.25,1380545,1174.25
-3659.25,13390374,3659.25
3399.5,11556620,3399.5
-3633.0,13198720,3633.0
2779.5,7726374,2779.5
-1951.0,3806452,1951.0
-2218.75,4922888,2218.75
2340.75,5484184,2340.75
-2632.0,6928548,2632.0
-158.5,25225,158.5
237.5,56852,237.5
-2974.75,8850499,2974.75
-1359.75,1850629,1359.75
-1652.75,2731758,1652.75
2420.25,5858063,2420.25
985.5,974368,985.5
3381.0,11431172,3381.0
-1240.75,1541292,1240.75
-1279.5,1638148,1279.5
1053.75,1110619,1053.75
1221.75,1494076,1221.75
603.0,369000,603.0
-316.75,106345,316.75
1263.0,1600228,1263.0
1170.75,1370804,1170.75
874.0,764388,874.0
23.5,935,23.5
420.5,177452,420.5
-23.25,1276,27.75
1031.0,1063094,1031.0
1434.5,2062155,1434.5
1211.75,1484792,1211.75
569.0,324167,569.0
127.25,16583,127.25
33.5,1480,33.5
-309.0,98403,309.0
-668.75,447252,668.75
273.25,78483,273.25
-440.25,194316,440.25
892.0,795868,892.0
-270.0,72945,270.0
1205.75,1454271,1205.75
-658.0,433122,658.0
-308.0,96958,308.0
101.5,10309,101.5
-515.5,290980,515.5
-868.0,771930,868.0
-392.75,154359,392.75
-464.0,218660,464.0
601.5,362322,601.5
-410.25,168326,410.25
-697.5,486516,697.5
3706.75,13740055,3706.75
3567.75,12730203,3567.75
-520.5,271223,520.5
1722.0,2969718,1722.0
-191.25,39561,191.25
458.0,214336,458.0
-775.0,601789,775.0
-1098.25,1206188,1098.25
-1013.5,1028894,1013.5
-924.75,855307,924.75
-1322.0,1747706,1322.0
851.0,724614,851.0
-207.5,48613,207.5
-242.25,60439,242.25
-229.5,57789,229.5
748.25,559881,748.25
-1153.75,1331508,1153.75
-603.75,364571,603.75
726.5,529263,726.5
-548.0,300510,548.0
-263.5,71860,263.5
-499.5,249616,499.5
1076.25,1158430,1076.25
883.25,780382,883.25
911.25,830478,911.25
1293.25,1672707,1293.25
-744.25,554454,744.25
92.0,13088,92.0
-15.5,3280,55.0
139.25,21186,139.25
-616.75,403107,616.75
946.0,897906,946.0
1159.75,1345038,1159.75
1690.0,2857364,1690.0
2453.75,6020898,2453.75
2158.5,4659731,2158.5
-25.0,2351,41.0
-1669.75,2790012,1669.75
-1599.75,2559534,1599.75
-289.75,87669,289.75
-534.75,286213,534.75
-1020.5,1041682,1020.5
-997.75,995519,997.75
-34.25,3363,46.75
212.75,45525,212.75
622.5,387512,622.5
1015.75,1032239,1015.75
989.5,984560,989.5
458.75,210638,458.75
604.5,365805,604.5
633.5,401707,633.5
482.5,233877,482.5
1226.75,1505147,1226.75
1169.75,1368493,1169.75
575.75,331603,575.75
1060.25,1140837,1060.25
874.25,764323,874.25
200.0,40169,200.0
536.0,289024,536.0
-403.25,163133,403.25
1128.0,1272882,1128.0
-365.25,133625,365.25
1555.0,2418438,1555.0
-1318.25,1739736,1318.25
799.25,641134,799.25
2702.25,7306450,2702.25
2758.75,7611153,2758.75
1968.0,3873097,1968.0
-793.5,630448,793.5
585.0,344382,585.0
229.5,54406,229.5
1251.25,1567175,1251.25
1407.0,1982512,1407.0
690.75,477283,690.75
1545.25,2387906,1545.25
615.5,379658,615.5
190.75,43086,190.75
1043.75,1089466,1043.75
527.5,281228,527.5
-571.5,326662,571.5
1461.75,2137795,1461.75
838.5,703134,838.5
1222.5,1495325,1222.5
-742.0,557468,742.0
944.5,893176,944.5
-345.0,120256,345.0
-608.5,374030,608.5
-5.5,76,8.5
508.5,261654,508.5
1146.0,1313652,1146.0
-702.75,494090,702.75
1055.75,1115888,1055.75
3137.0,9841328,3137.0
-503.75,258171,503.75
-116.25,14107,116.25
-655.75,443263,655.75
1705.5,2908888,1705.5
254.0,64753,254.0
1036.0,1074202,1036.0
-654.5,429141,654.5
1535.0,2360532,1535.0
-1849.25,3420052,1849.25
161.5,28977,161.5
597.75,362516,597.75
-104.5,12389,104.5
184.0,33942,184.0
1180.5,1396899,1180.5
243.25,59843,243.25
2819.0,7947210,2819.0
1232.75,1519815,1232.75
-57.75,6928,60.75
-122.5,15028,122.5
57.0,3280,57.0
141.0,20231,141.0
1155.0,1334402,1155.0
-431.75,189534,431.75
2023.25,4094155,2023.25
1206.0,1455466,1206.0
1109.75,1232033,1109.75
1404.0,1974186,1404.0
226.5,51402,226.5
389.5,151866,389.5
4685.0,21949692,4685.0
4543.0,20638910,4543.0
662.5,439288,662.5
1505.0,2265392,1505.0
27.0,940,27.0
1165.75,1359517,1165.75
688.75,476020,688.75
1099.75,1209618,1099.75
-256.75,65942,256.75
60.5,3796,60.5
1144.5,1310115,1144.5
3651.25,13331799,3651.25
1069.0,1143390,1069.0
-171.0,29318,171.0
2067.25,4279499,2067.25
-25.25,4835,64.75
1964.5,3859342,1964.5
3268.0,10680174,3268.0
956.75,916020,956.75
595.25,354379,595.25
-75.0,6564,75.0
1209.5,1464477,1209.5
550.25,303850,550.25
2593.25,6725150,2593.25
1867.25,3489988,1867.25
2376.5,5648024,2376.5
-226.75,52442,226.75
189.5,35992,189.5
-3661.0,13405132,3661.0
-660.25,436684,660.25
395.75,157635,395.75
-1029.25,1060101,1029.25
-2964.25,8787939,2964.25
-228.75,52443,228.75
-2941.5,8652434,2941.5
-1504.0,2262064,1504.0
-1441.25,2078310,1441.25
-3404.0,11594110,3404.0
-6181.0,38204780,6181.0
-2980.5,8883398,2980.5
-3943.5,15551661,3943.5
-3084.25,9512974,3084.25
-4011.25,16090748,4011.25
-3589.75,12886391,3589.75
-2371.25,5623401,2371.25
-3120.75,9739921,3120.75
-2199.75,4839909,2199.75
-1835.25,3372207,1835.25
-2232.0,4981962,2232.0
-2148.25,4615462,2148.25
-4309.0,18572530,4309.0
-2715.25,7395773,2715.25
-1928.75,3720488,1928.75
-4204.75,17688244,4204.75
-3455.0,11940658,3455.0
-2321.25,5388495,2321.25
-863.0,745544,863.0
-2745.25,7537616,2745.25
-1849.5,3474297,1849.5
-1901.25,3616212,1901.25
-3672.25,13492637,3672.25
2321.25,5392356,2321.25
-4668.0,21791962,4668.0
2195.25,4834581,2195.25
-2085.75,4353189,2085.75
-2731.25,7459810,2731.25
-3725.5,13888590,3725.5
-2782.5,7743367,2782.5
-5635.0,31754676,5635.0
-4652.25,21643576,4652.25
-2493.5,6220032,2493.5
-1784.25,3186481,1784.25
-1283.0,1646108,1283.0
-2307.25,5323922,2307.25
-2593.25,6726088,2593.25
-2904.25,8436397,2904.25
-2150.5,4624668,2150.5
-4216.75,17782416,4216.75
-5577.75,31115639,5577.75
-2450.75,6006596,2450.75
-6928.0,47997220,6928.0
-2524.25,6371917,2524.25
-2660.5,7078458,2660.5
-2660.5,7078458,2660.5
-2788.75,7779049,2788.75
-2039.75,4160656,2039.75
-752.5,566666,752.5
286.25,83236,286.25
-1153.75,1331155,1153.75
-5220.0,27248410,5220.0
-546.0,298574,546.0
-4299.0,18481428,4299.0
-3496.75,12236855,3496.75
3148.0,9911164,3148.0
1319.0,1742078,1319.0
-1898.75,3606233,1898.75
-4121.75,16989779,4121.75
-4352.25,18942166,4352.25
-4147.75,17204347,4147.75
-4125.75,17021839,4125.75
-5194.25,26980280,5194.25
-3266.5,10671964,3266.5
-3549.75,12604500,3549.75
-3015.0,9090262,3015.0
-950.25,904441,950.25
-3261.25,10642811,3261.25
-3878.0,15047930,3878.0
-3926.5,15419130,3926.5
-887.0,786920,887.0
-1498.5,2246128,1498.5
-1713.5,2936412,1713.5
-1713.5,2936412,1713.5
-5985.0,35820632,5985.0
-2444.25,5982608,2444.25
-2152.75,4634474,2152.75
82.0,13622,83.0
-3077.75,9472584,3077.75
-702.5,495672,702.5
-1478.25,2194327,1478.25
-2056.25,4237243,2056.25
-1992.25,3970037,1992.25
-2762.0,7628743,2762.0
-2620.5,6873916,2620.5
-1075.0,1155716,1075.0
-1596.25,2549842,1596.25
-1443.5,2095038,1443.5
-1448.75,2099450,1448.75
-1383.75,1915135,1383.75
-1261.25,1595463,1261.25
-1192.25,1421598,1192.25
-4704.0,22136638,4704.0
-4957.5,24592452,4957.5
-2571.75,6638081,2571.75
-1001.5,1004337,1001.5
300.5,132495,300.5
-2806.75,7877898,2806.75
-2339.25,5472177,2339.25
-2885.5,8326672,2885.5
-2340.25,5495074,2340.25
-2438.5,5953192,2438.5
-1811.75,3290667,1811.75
-2480.75,6154153,2480.75
-1593.25,2538585,1593.25
-3641.0,13256927,3641.0
-2856.0,8157870,2856.0
-3640.75,13255173,3640.75
-792.25,627700,792.25
-697.5,488538,697.5
-2694.5,7260478,2694.5
-275.0,77026,275.0
-3652.25,13339175,3652.25
-509.25,259560,509.25
-1198.5,1436448,1198.5
-2666.75,7118533,2666.75
-721.0,520444,721.0
-1678.0,2815696,1678.0
-3161.5,10003758,3161.5
-699.25,489619,699.25
-769.0,593966,769.0
-3845.25,14792416,3845.25
-2265.25,5133411,2265.25
-1359.25,1847852,1359.25
149.5,22464,149.5
-1369.25,1876397,1369.25
-1082.25,1173703,1082.25
-2684.5,7206622,2684.5
-909.0,827616,909.0
-922.0,850138,922.0
-708.5,502194,708.5
-2951.5,8711469,2951.5
-747.75,559398,747.75
-826.25,685115,826.25
-836.5,699754,836.5
-929.5,864002,929.5
-558.25,311880,558.25
-780.75,609690,780.75
-922.0,850138,922.0
-747.75,559398,747.75
-4648.75,21611239,4648.75
-1269.75,1613587,1269.75
1183.0,1400586,1183.0
392.25,154294,392.25
-2822.25,7965120,2822.25
-1328.0,1763968,1328.0
-1409.75,1991784,1409.75
-1533.25,2354314,1533.25
-1525.5,2329732,1525.5
-2154.75,4655174,2154.75
-1971.25,3885877,1971.25
-2358.0,5560912,2358.0
-418.5,178294,418.5
-2291.25,5250096,2291.25
638.25,407395,638.25
-3542.0,12545850,3542.0
-3147.25,9913882,3147.25
-2649.75,7034663,2649.75
-1950.5,3804468,1950.5
-1506.5,2269568,1506.5
-241.0,58394,241.0
-1020.0,1040592,1020.0
-1126.5,1269202,1126.5
-2259.25,5104490,2259.25
-2597.0,6744615,2597.0
-788.5,622142,788.5
-2389.0,5708084,2389.0
-2114.5,4471256,2114.5
3021.0,9126942,3021.0
-333.5,111412,333.5
-2777.5,7715606,2777.5
-1698.75,2909032,1698.75
-2289.75,5244018,2289.75
-3320.75,11043452,3320.75
-2139.5,4580196,2139.5
-2112.75,4464880,2112.75
939.5,882819,939.5
-709.75,507143,709.75
168.5,28817,168.5
-742.75,552600,742.75
-3266.75,10671947,3266.75
1318.75,1739381,1318.75
-2597.0,6744615,2597.0
-2414.75,5831702,2414.75
1315.25,1730894,1315.25
-2450.25,6007120,2450.25
-2244.75,5040378,2244.75
-1647.0,2712650,1647.0
-1275.25,1630968,1275.25
-870.0,764004,870.0
-1416.5,2007006,1416.5
-1793.0,3214894,1793.0
-974.0,955422,974.0
-2044.75,4181403,2044.75
-2021.5,4135416,2021.5
-1084.25,1177300,1084.25
85.5,7658,85.5
694.5,519440,694.5
-577.0,341962,577.0
-1357.5,1843078,1357.5
-435.0,189696,435.0
-2462.5,6066688,2462.5
201.25,42411,201.25
1.75,1732,38.25
-2137.75,4571602,2137.75
-2975.75,8855096,2975.75
